"﻿id","Дата и время","ИНН","IDПользователя","Товар","Бренд","Теги","Цена","Кол-во","Сумма","Кэшбэк"
"000d3cb70920354d5908f913d24798c0","16.01.2020 16:07","2310031475","270bb0797a611889c2fdb3702769678b","pantene шампунь густые и крепкие 400мл (проктер)","pantene","красота и здоровье; шампунь для волос; гигиена волос; красота и здоровье; шампунь для волос; гигиена волос",169.0,1.0,169.0,16.9
"000d3cb70920354d5908f913d24798c0","16.01.2020 16:07","2310031475","270bb0797a611889c2fdb3702769678b","r t h бальз-ополас контр над потер/вол жен 220 м",,"красота и здоровье; бальзам для волос; гигиена волос; красота и здоровье; бальзам для волос; гигиена волос",99.0,1.0,99.0,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","биопр мол кул кл",,,23.79,2.0,47.58,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","бутерброд с кур.филе",,"бутерброд; полуфабрикаты и готовые блюда; продукты",119.0,1.0,119.0,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","вафл лусетте шок 30г",,,19.82,3.0,59.46,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","вафл лусетте шок 30г",,,19.84,1.0,19.84,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","вафли шоколадница30г",,,15.86,2.0,31.72,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","гель палм.олива750мл",,,247.93,1.0,247.93,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","гель раптор 75мл",,,218.18,1.0,218.18,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","говяжий гуляш",,,466.02,0.578,269.36,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","говяжий гуляш",,,466.03,0.521,242.8,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","губка д/обув дивидик","дивидик",,43.63,1.0,43.63,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","губка див.клас черн",,,44.62,1.0,44.62,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","дез дав ст вос 40мл",,,148.75,1.0,148.75,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","ж\мыло абсол.неж250",,,69.41,1.0,69.41,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","зельц глобус",,,297.42,0.73,217.12,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","имун клуб.мор 100г",,,16.85,1.0,16.85,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","кол.салям.княж.трап.",,,1140.35,0.086,98.07,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","кон мишки в лесу 1кг",,,366.96,0.194,71.19,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","конд.ленор детск 2л","lenor","детский; кондиционер для белья; средство для стирки; уход за ребенком",218.18,1.0,218.18,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","конф об чудо слив55г",,"кондитерские изделия; хлеб и сладости; продукты; конфеты",21.81,1.0,21.81,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","корм шеба плежер 85","sheba","корм для кошек; влажный корм для кошек; корм; товары для животных",29.04,3.0,87.12,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","корм шеба плежер 85","sheba","корм для кошек; влажный корм для кошек; корм; товары для животных",29.07,1.0,29.07,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","корм шеба плежер 85г","sheba",,29.04,3.0,87.12,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","корм шеба плежер 85г","sheba",,29.05,2.0,58.1,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","корм шеба плежер 85г","sheba",,29.07,1.0,29.07,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","корм/кош шеба кур85г","sheba","корм; корм для кошек; товары для животных; влажный корм для кошек",29.05,2.0,58.1,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","корм/кош шеба тун85г","sheba","корм; влажный корм для кошек; корм для кошек; товары для животных",29.04,3.0,87.12,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","корм/кош шеба тун85г","sheba","корм; влажный корм для кошек; корм для кошек; товары для животных",29.07,1.0,29.07,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","кр д/р дав авок 250",,,141.81,1.0,141.81,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","крем-суп из шампиньо",,,198.34,1.0,198.34,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","ла маре сливочн 150г",,,55.53,2.0,111.06,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","лосось рубл.огур200г",,,119.0,1.0,119.0,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","м-з слоб.авокад.375г","слобода","майонез; продукты; соус/майонез/кетчуп",54.54,1.0,54.54,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","майонез м/п кл.450мл",,,85.28,1.0,85.28,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","маска д/в рост25мл",,,38.67,1.0,38.67,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","набор для солянки",,,198.26,0.711,140.96,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","нс з/п камч/мин100г",,,161.64,2.0,323.28,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","нс з/п камч/мин100г",,,161.66,1.0,161.66,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","осв.возд.хелп 345мл",,"хозяйственные товары; ароматизаторы; освежитель воздуха",66.44,1.0,66.44,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","пакет-сумка псд лого",,,7.69,5.0,38.45,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","паштет щелковский гл",,"мясные деликатесы; продукты; паштет; мясо/рыба",267.67,0.51,136.51,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","пеленки вв д/жив10шт",,"подгузники/пеленки/салфетки; уход за ребенком; пеленки детские",183.46,1.0,183.46,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","персил сов 9кг",,,892.57,1.0,892.57,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","пр актим гуав100г",,,29.74,1.0,29.74,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","пр к/м актимель 100г",,"продукты; молоко/сыр/яйца; продукт кисломолочный",27.85,5.0,139.25,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","пр к/м актимель 100г",,"продукты; молоко/сыр/яйца; продукт кисломолочный",27.9,1.0,27.9,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","пятновыв.100 пятен",,,203.3,1.0,203.3,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","рулет вар сгущ 300г",,,64.45,1.0,64.45,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","серв.финск.в/к в/у",,,485.86,0.174,84.54,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","сосиски глобус",,"продукты; мясо/рыба; сосиски",297.43,1.012,301.0,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","сыр рикот.с шок.180г",,"молоко/сыр/яйца; продукты; сыр",151.73,1.0,151.73,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","т.б.зева+ бел.12рул",,,165.61,1.0,165.61,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","т.б.зева+ ром.12р",,,165.61,1.0,165.61,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","хлебцы овсяные 280г",,,54.54,1.0,54.54,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","хрб/эс блз объем 275",,,238.01,1.0,238.01,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","хрб/эс шам объем 400",,,238.01,1.0,238.01,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","чай апельс цвет 1кг",,,912.63,0.019,17.34,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","чай слива 201,8г",,,69.42,1.0,69.42,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","шеба желе пауч 85г","sheba","влажный корм для кошек; корм для кошек; товары для животных; корм",29.04,3.0,87.12,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","шеба желе пауч 85г","sheba","влажный корм для кошек; корм для кошек; товары для животных; корм",29.07,1.0,29.07,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","шпик по-климовски в\",,,317.26,0.698,221.45,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","шпикачки по-чешски",,"шпикачки; продукты; полуфабрикаты и готовые блюда",287.52,0.508,146.06,
"000d3e39bfd827d6db26f8dd6ddf8903","07.12.2019 17:47","7743543761","f3c3fa048d5779a3bba9a7fe11510108","яйцо окское св 20шт",,"куриное; яйцо; продукты; молоко/сыр/яйца",227.1,1.0,227.1,
"000d5f7dce7edcc4d351e60edf7ff333","14.12.2019 12:23","2310031475","d58bd3d3128b1c7af9a8784cdfad92e5","aos гель д/мыт посуды бальзам/лимон 450мл(нэфис)","aos","средства для мытья посуды; средства для мытья кухни; хозяйственные товары",89.0,1.0,89.0,
"000d5f7dce7edcc4d351e60edf7ff333","14.12.2019 12:23","2310031475","d58bd3d3128b1c7af9a8784cdfad92e5","arko sensetive крем д/бритья 65г (эвиап):6/72","arko",,69.0,1.0,69.0,
"000d5f7dce7edcc4d351e60edf7ff333","14.12.2019 12:23","2310031475","d58bd3d3128b1c7af9a8784cdfad92e5","colgate тройной действие з/щетка средн жест1+1(к","colgate","красота и здоровье; зубная щетка; уход за полостью рта",89.0,1.0,89.0,
"000d5f7dce7edcc4d351e60edf7ff333","14.12.2019 12:23","2310031475","d58bd3d3128b1c7af9a8784cdfad92e5","mr.proper моющая жид д/полов/стен мятный леденец","mr. proper","универсальное чистящее средство; хозяйственные товары; жидкость",99.9,1.0,99.9,9.99
